,Index,Variant,Location,Country Code,2015-2020,2020-2025,2025-2030,2030-2035,2035-2040,2040-2045,2045-2050,2050-2055,2055-2060,2060-2065,2065-2070,2070-2075,2075-2080,2080-2085,2085-2090,2090-2095,2095-2100
150,128,No change,Saudi Arabia,682,2.725,2.725,2.725,2.725,2.725,2.725,2.725,2.725,2.725,2.725,2.725,2.725,2.725,2.725,2.725,2.725,2.725
151,73,No change,Senegal,686,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
152,167,No change,Serbia,688,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915,1.5915
153,28,No change,Seychelles,690,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38
154,74,No change,Sierra Leone,694,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418,4.8418
155,111,No change,Singapore,702,1.233,1.233,1.233,1.233,1.233,1.233,1.233,1.233,1.233,1.233,1.233,1.233,1.233,1.233,1.233,1.233,1.233
156,144,No change,Slovakia,703,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
157,168,No change,Slovenia,705,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575,1.575
158,232,No change,Solomon Islands,90,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577,4.0577
159,29,No change,Somalia,706,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098,6.6098
160,57,No change,South Africa,710,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55
161,30,No change,South Sudan,728,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15
162,169,No change,Spain,724,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291,1.3291
163,102,No change,Sri Lanka,144,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113,2.1113
164,129,No change,State of Palestine,275,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
165,50,No change,Sudan,729,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75
166,218,No change,Suriname,740,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598,2.4598
167,58,No change,Swaziland,748,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
168,156,No change,Sweden,752,1.902,1.902,1.902,1.902,1.902,1.902,1.902,1.902,1.902,1.902,1.902,1.902,1.902,1.902,1.902,1.902,1.902
169,178,No change,Switzerland,756,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258,1.5258
170,130,No change,Syrian Arab Republic,760,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
171,90,No change,Tajikistan,762,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
172,112,No change,Thailand,764,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346,1.5346
173,170,No change,TFYR Macedonia,807,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033,1.5033
174,113,No change,Timor-Leste,626,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124,5.9124
175,75,No change,Togo,768,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895,4.6895
176,241,No change,Tonga,776,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886,3.7886
177,196,No change,Trinidad and Tobago,780,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959,1.7959
178,51,No change,Tunisia,788,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521,2.2521
179,131,No change,Turkey,792,2.121,2.121,2.121,2.121,2.121,2.121,2.121,2.121,2.121,2.121,2.121,2.121,2.121,2.121,2.121,2.121,2.121
180,91,No change,Turkmenistan,795,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
181,31,No change,Uganda,800,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126,5.9126
182,145,No change,Ukraine,804,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889,1.4889
183,132,No change,United Arab Emirates,784,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82
184,157,No change,United Kingdom,826,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781,1.8781
185,32,No change,United Republic of Tanzania,834,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395,5.2395
186,197,No change,United States Virgin Islands,850,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
187,223,No change,United States of America,840,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765,1.8765
188,219,No change,Uruguay,858,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04
189,92,No change,Uzbekistan,860,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38
190,233,No change,Vanuatu,548,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113,3.4113
191,220,No change,Venezuela (Bolivarian Republic of),862,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047,2.4047
192,114,No change,Viet Nam,704,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624,1.9624
193,52,No change,Western Sahara,732,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
194,133,No change,Yemen,887,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
195,33,No change,Zambia,894,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
196,34,No change,Zimbabwe,716,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
